Race Name,Race Location,Race Date,Race Format,Race Start Time,Air Temperature,Relative Humidity,Air Pressure,Rainfall,Track Temperature,Wind Speed,Driver ID,Driver Name,Driver Number and Race Name,Driver Team,Position,Race Time,Race Point,Race Grid Position,Cluster
FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,"Silverstone,Great Britain",2019-07-14 00:00:00,conventional,2019-07-14 13:10:00,0.3474889380699934,0.616010700616381,0.9310458180065457,False,0.38444381022885304,0.33368671305709063,5,vettel,5 : FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,Ferrari,0.7894736842105263,NaT,0.0,6.0,5
FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,"Silverstone,Great Britain",2019-07-14 00:00:00,conventional,2019-07-14 13:10:00,0.3474889380699934,0.616010700616381,0.9310458180065457,False,0.38444381022885304,0.33368671305709063,11,perez,11 : FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,Racing Point,0.8421052631578947,NaT,0.0,15.0,5
FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,"Silverstone,Great Britain",2019-07-14 00:00:00,conventional,2019-07-14 13:10:00,0.3474889380699934,0.616010700616381,0.9310458180065457,False,0.38444381022885304,0.33368671305709063,99,giovinazzi,99 : FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,Alfa Romeo Racing,0.8947368421052632,NaT,0.0,11.0,5
FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,"Silverstone,Great Britain",2019-07-14 00:00:00,conventional,2019-07-14 13:10:00,0.3474889380699934,0.616010700616381,0.9310458180065457,False,0.38444381022885304,0.33368671305709063,8,grosjean,8 : FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,Haas F1 Team,0.9473684210526315,NaT,0.0,14.0,5
FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,"Silverstone,Great Britain",2019-07-14 00:00:00,conventional,2019-07-14 13:10:00,0.3474889380699934,0.616010700616381,0.9310458180065457,False,0.38444381022885304,0.33368671305709063,20,kevin_magnussen,20 : FORMULA 1 ROLEX BRITISH GRAND PRIX 2019,Haas F1 Team,1.0,NaT,0.0,16.0,5
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,33,max_verstappen,33 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Red Bull Racing,0.0,0 days 01:44:31.275000,26.0,2.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,5,vettel,5 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Ferrari,0.05263157894736842,0 days 00:00:07.333000,18.0,20.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,26,kvyat,26 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Toro Rosso,0.10526315789473684,0 days 00:00:08.305000,15.0,14.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,18,stroll,18 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Racing Point,0.15789473684210525,0 days 00:00:08.966000,12.0,15.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,55,sainz,55 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,McLaren,0.21052631578947367,0 days 00:00:09.583000,10.0,7.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,23,albon,23 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Toro Rosso,0.2631578947368421,0 days 00:00:10.052000,8.0,16.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,8,grosjean,8 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Haas F1 Team,0.3157894736842105,0 days 00:00:16.838000,6.0,6.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,20,kevin_magnussen,20 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Haas F1 Team,0.3684210526315789,0 days 00:00:18.765000,4.0,12.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,44,hamilton,44 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Mercedes,0.42105263157894735,0 days 00:00:19.667000,2.0,1.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,88,kubica,88 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Williams,0.47368421052631576,0 days 00:00:24.987000,1.0,18.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,63,russell,63 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Williams,0.5263157894736842,0 days 00:00:26.404000,0.0,17.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,7,raikkonen,7 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Alfa Romeo Racing,0.5789473684210527,0 days 00:00:42.214000,0.0,5.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,99,giovinazzi,99 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Alfa Romeo Racing,0.631578947368421,0 days 00:00:43.849000,0.0,11.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,10,gasly,10 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Red Bull Racing,0.6842105263157895,NaT,0.0,4.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,77,bottas,77 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Mercedes,0.7368421052631579,NaT,0.0,3.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,27,hulkenberg,27 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Renault,0.7894736842105263,NaT,0.0,9.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,16,leclerc,16 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Ferrari,0.8421052631578947,NaT,0.0,10.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,4,norris,4 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,McLaren,0.8947368421052632,NaT,0.0,19.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,3,ricciardo,3 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Renault,0.9473684210526315,NaT,0.0,13.0,3
FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,"Hockenheim,Germany",2019-07-28 00:00:00,conventional,2019-07-28 13:10:00,0.4434887409050311,0.9036647827587794,0.8706824079096405,True,0.28575228738082475,0.14085168014836405,11,perez,11 : FORMULA 1 MERCEDES-BENZ GROSSER PREIS VON DEUTSCHLAND 2019,Racing Point,1.0,NaT,0.0,8.0,3
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,44,hamilton,44 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Mercedes,0.0,0 days 01:35:03.796000,25.0,3.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,33,max_verstappen,33 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Red Bull Racing,0.05263157894736842,0 days 00:00:17.796000,19.0,1.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,5,vettel,5 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Ferrari,0.10526315789473684,0 days 00:01:01.433000,15.0,5.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,16,leclerc,16 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Ferrari,0.15789473684210525,0 days 00:01:05.250000,12.0,4.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,55,sainz,55 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,McLaren,0.21052631578947367,NaT,10.0,8.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,10,gasly,10 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Red Bull Racing,0.2631578947368421,NaT,8.0,6.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,7,raikkonen,7 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Alfa Romeo Racing,0.3157894736842105,NaT,6.0,10.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,77,bottas,77 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Mercedes,0.3684210526315789,NaT,4.0,2.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,4,norris,4 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,McLaren,0.42105263157894735,NaT,2.0,7.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,23,albon,23 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Toro Rosso,0.47368421052631576,NaT,1.0,12.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,11,perez,11 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Racing Point,0.5263157894736842,NaT,0.0,16.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,27,hulkenberg,27 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Renault,0.5789473684210527,NaT,0.0,11.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,20,kevin_magnussen,20 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Haas F1 Team,0.631578947368421,NaT,0.0,14.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,3,ricciardo,3 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Renault,0.6842105263157895,NaT,0.0,20.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,26,kvyat,26 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Toro Rosso,0.7368421052631579,NaT,0.0,13.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,63,russell,63 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Williams,0.7894736842105263,NaT,0.0,15.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,18,stroll,18 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Racing Point,0.8421052631578947,NaT,0.0,18.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,99,giovinazzi,99 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Alfa Romeo Racing,0.8947368421052632,NaT,0.0,17.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,88,kubica,88 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Williams,0.9473684210526315,NaT,0.0,19.0,2
FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,"Budapest,Hungary",2019-08-04 00:00:00,conventional,2019-08-04 13:10:00,0.597062269081734,0.29983755067180407,0.8495697052133484,False,0.7347728201362622,0.17684471645846664,8,grosjean,8 : FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2019,Haas F1 Team,1.0,NaT,0.0,9.0,2
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,16,leclerc,16 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Ferrari,0.0,0 days 01:23:45.710000,25.0,1.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,44,hamilton,44 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Mercedes,0.05263157894736842,0 days 00:00:00.981000,18.0,3.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,77,bottas,77 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Mercedes,0.10526315789473684,0 days 00:00:12.585000,15.0,4.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,5,vettel,5 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Ferrari,0.15789473684210525,0 days 00:00:26.422000,13.0,2.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,23,albon,23 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Red Bull Racing,0.21052631578947367,0 days 00:01:21.325000,10.0,17.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,11,perez,11 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Racing Point,0.2631578947368421,0 days 00:01:24.448000,8.0,7.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,26,kvyat,26 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Toro Rosso,0.3157894736842105,0 days 00:01:29.657000,6.0,19.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,27,hulkenberg,27 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Renault,0.3684210526315789,0 days 00:01:46.639000,4.0,12.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,10,gasly,10 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Toro Rosso,0.42105263157894735,0 days 00:01:49.168000,2.0,13.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,18,stroll,18 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Racing Point,0.47368421052631576,0 days 00:01:49.838000,1.0,16.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,4,norris,4 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,McLaren,0.5263157894736842,NaT,0.0,11.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,20,kevin_magnussen,20 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Haas F1 Team,0.5789473684210527,NaT,0.0,8.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,8,grosjean,8 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Haas F1 Team,0.631578947368421,NaT,0.0,9.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,3,ricciardo,3 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Renault,0.6842105263157895,NaT,0.0,10.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,63,russell,63 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Williams,0.7368421052631579,NaT,0.0,14.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,7,raikkonen,7 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Alfa Romeo Racing,0.7894736842105263,NaT,0.0,6.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,88,kubica,88 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Williams,0.8421052631578947,NaT,0.0,0.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,99,giovinazzi,99 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Alfa Romeo Racing,0.8947368421052632,NaT,0.0,18.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,55,sainz,55 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,McLaren,0.9473684210526315,NaT,0.0,15.0,5
FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,"Spa-Francorchamps,Belgium",2019-09-01 00:00:00,conventional,2019-09-01 13:10:00,0.2918806884743625,0.5588539135291503,0.7747489712692692,False,0.3284195267511117,0.3382823737083321,33,max_verstappen,33 : FORMULA 1 JOHNNIE WALKER BELGIAN GRAND PRIX 2019,Red Bull Racing,1.0,NaT,0.0,5.0,5
FORMULA 1 GRAN PREMIO HEINEKEN D'ITALIA 2019,"Monza,Italy",2019-09-08 00:00:00,conventional,2019-09-08 13:10:00,0.42848444551607584,0.4977830186781917,0.8608825398835737,False,0.4535820608566243,0.2483271233534204,16,leclerc,16 : FORMULA 1 GRAN PREMIO HEINEKEN D'ITALIA 2019,Ferrari,0.0,0 days 01:15:26.665000,25.0,1.0,5
FORMULA 1 GRAN PREMIO HEINEKEN D'ITALIA 2019,"Monza,Italy",2019-09-08 00:00:00,conventional,2019-09-08 13:10:00,0.42848444551607584,0.4977830186781917,0.8608825398835737,False,0.4535820608566243,0.2483271233534204,77,bottas,77 : FORMULA 1 GRAN PREMIO HEINEKEN D'ITALIA 2019,Mercedes,0.05263157894736842,0 days 00:00:00.835000,18.0,3.0,5
